monto,plazo_meses,sexo,educacion,edo_civil,edad,saldo,default
360000,47,mujer,secundaria,divorciado,52,9660,0
60000,36,mujer,secundaria,casado,42,19401,0
360000,29,hombre,secundaria,divorciado,38,614316,0
390000,28,mujer,primaria,divorciado,45,19457,0
250000,15,mujer,universitaria,divorciado,35,81584,0
90000,20,mujer,primaria,divorciado,24,120376,1
360000,59,hombre,primaria,divorciado,28,86033,0
50000,32,hombre,universitaria,divorciado,26,161998,0
270000,18,mujer,primaria,casado,40,25457,0
200000,15,mujer,primaria,divorciado,29,131674,0
50000,33,mujer,secundaria,divorciado,23,204231,0
350000,28,hombre,primaria,divorciado,33,40928,0
160000,13,mujer,secundaria,divorciado,60,24479,1
80000,54,mujer,universitaria,casado,49,56867,0
290000,47,hombre,primaria,casado,53,1682074,1
270000,34,mujer,primaria,divorciado,28,220786,0
80000,29,hombre,primaria,divorciado,31,85358,0
50000,39,hombre,secundaria,divorciado,36,44325,0
30000,28,hombre,secundaria,casado,35,41505,0
30000,41,hombre,secundaria,divorciado,28,1560,1
90000,35,hombre,secundaria,divorciado,33,242225,0
160000,22,hombre,primaria,divorciado,26,139980,0
80000,45,mujer,universitaria,divorciado,53,426143,0
50000,39,hombre,secundaria,divorciado,42,252227,0
20000,57,mujer,primaria,divorciado,25,104955,0
220000,40,hombre,primaria,casado,43,0,1
210000,12,hombre,universitaria,divorciado,25,112334,1
130000,37,mujer,secundaria,divorciado,29,553041,0
260000,34,mujer,secundaria,casado,31,353436,0
230000,52,mujer,primaria,casado,30,344154,0
160000,42,hombre,primaria,divorciado,34,533204,0
50000,55,hombre,primaria,casado,35,84281,0
80000,13,hombre,secundaria,casado,32,279497,0
110000,56,hombre,universitaria,divorciado,46,371474,0
200000,59,hombre,primaria,casado,43,855971,0
360000,34,hombre,secundaria,divorciado,29,1589698,0
210000,40,mujer,universitaria,divorciado,31,0,0
80000,45,mujer,secundaria,divorciado,24,407614,0
300000,28,mujer,secundaria,casado,36,168687,1
310000,47,mujer,secundaria,casado,43,154988,0
30000,39,hombre,universitaria,casado,59,6150,1
170000,22,hombre,primaria,casado,53,107797,0
140000,16,mujer,secundaria,divorciado,28,181569,0
180000,43,mujer,secundaria,divorciado,31,1576,0
50000,36,hombre,primaria,divorciado,34,147983,0
50000,42,mujer,secundaria,casado,36,37424,0
110000,33,mujer,primaria,divorciado,24,252819,0
450000,59,mujer,universitaria,casado,36,61266,0
200000,54,mujer,secundaria,casado,34,5022,0
220000,36,hombre,primaria,divorciado,43,254377,0
360000,45,mujer,primaria,divorciado,29,8580,1
50000,29,hombre,secundaria,casado,37,289480,0
40000,26,hombre,secundaria,divorciado,23,182033,0
190000,57,mujer,secundaria,casado,37,746765,0
150000,43,hombre,primaria,divorciado,33,133006,0
200000,47,mujer,primaria,casado,37,3560,0
270000,41,mujer,secundaria,casado,56,709402,0
60000,49,hombre,primaria,divorciado,25,280323,0
200000,41,mujer,secundaria,casado,39,460529,0
150000,58,mujer,secundaria,casado,39,220205,0
180000,28,mujer,secundaria,divorciado,28,5200,0
90000,24,mujer,primaria,divorciado,27,7624,0
360000,50,mujer,secundaria,casado,37,5684,0
90000,36,mujer,primaria,divorciado,24,491,0
20000,45,mujer,secundaria,divorciado,24,94866,0
70000,31,hombre,primaria,casado,46,332136,0
230000,19,hombre,primaria,casado,39,7920,0
30000,22,hombre,universitaria,casado,48,183146,0
200000,31,mujer,universitaria,viudo,45,71771,0
100000,57,hombre,universitaria,divorciado,49,1440,0
50000,14,mujer,secundaria,divorciado,23,193591,0
20000,30,mujer,universitaria,casado,25,48497,0
210000,28,mujer,secundaria,casado,47,0,0
110000,13,hombre,universitaria,casado,56,210292,0
20000,46,mujer,universitaria,casado,44,1462,0
50000,40,mujer,universitaria,casado,49,43549,0
50000,32,hombre,secundaria,casado,41,127325,0
400000,58,mujer,primaria,divorciado,40,549333,0
170000,46,hombre,secundaria,divorciado,31,351688,0
280000,31,hombre,secundaria,casado,42,918810,0
130000,28,mujer,universitaria,casado,28,204099,0
210000,50,mujer,secundaria,divorciado,32,365557,0
370000,56,hombre,secundaria,divorciado,28,875955,0
30000,41,mujer,secundaria,casado,31,134544,0
150000,12,hombre,universitaria,divorciado,39,521910,0
60000,24,hombre,universitaria,casado,31,71716,1
80000,32,mujer,secundaria,divorciado,24,407902,0
280000,36,mujer,secundaria,casado,44,1195758,1
20000,34,mujer,secundaria,divorciado,46,118578,0
270000,20,hombre,primaria,divorciado,32,2400,0
240000,46,mujer,secundaria,divorciado,26,97974,0
20000,58,mujer,primaria,divorciado,22,122612,0
450000,32,mujer,primaria,casado,42,83800,1
10000,14,hombre,secundaria,divorciado,33,57652,0
280000,60,hombre,secundaria,casado,39,49697,1
290000,19,mujer,universitaria,divorciado,27,61787,0
190000,27,mujer,primaria,divorciado,28,287117,1
80000,12,mujer,primaria,divorciado,23,138188,0
280000,13,mujer,secundaria,divorciado,28,13770,0
160000,30,mujer,primaria,casado,33,124115,0
90000,57,hombre,secundaria,casado,40,95383,1
140000,37,mujer,primaria,divorciado,37,82054,0
50000,30,hombre,primaria,divorciado,22,33747,0
40000,42,mujer,secundaria,casado,32,177374,0
130000,39,mujer,universitaria,casado,43,677186,0
70000,35,mujer,universitaria,casado,27,393748,0
30000,37,mujer,secundaria,casado,35,163725,0
100000,53,mujer,universitaria,casado,35,624639,0
20000,17,mujer,primaria,casado,30,46829,1
30000,50,mujer,secundaria,divorciado,34,351605,0
20000,21,hombre,secundaria,casado,34,97861,1
100000,23,mujer,primaria,divorciado,28,520203,1
30000,24,hombre,secundaria,divorciado,25,13800,1
320000,23,mujer,primaria,casado,41,635775,0
90000,26,hombre,universitaria,divorciado,42,256602,1
190000,27,hombre,secundaria,divorciado,40,1007887,1
200000,26,hombre,primaria,divorciado,28,911653,0
300000,22,mujer,secundaria,divorciado,31,42271,0
30000,21,mujer,primaria,divorciado,56,110545,0
110000,33,mujer,secundaria,viudo,45,144775,0
230000,60,mujer,primaria,divorciado,29,2048,0
230000,16,mujer,primaria,casado,35,18123,0
310000,26,mujer,secundaria,divorciado,28,530918,0
320000,37,hombre,primaria,casado,40,1493739,0
360000,21,hombre,primaria,casado,47,562779,0
20000,24,mujer,universitaria,casado,41,7581,1
170000,20,mujer,secundaria,divorciado,27,1043937,0
140000,57,hombre,primaria,casado,40,807615,0
80000,17,hombre,secundaria,divorciado,32,289113,0
150000,20,hombre,secundaria,divorciado,35,346544,0
170000,42,hombre,secundaria,divorciado,27,1950,0
200000,24,mujer,secundaria,casado,29,845058,1
70000,31,hombre,primaria,divorciado,30,365886,0
320000,26,hombre,secundaria,casado,37,95802,0
150000,28,mujer,primaria,divorciado,29,0,0
50000,47,mujer,primaria,casado,34,102306,0
90000,12,mujer,secundaria,divorciado,34,16292,0
280000,46,hombre,primaria,casado,41,326043,0
300000,27,mujer,primaria,divorciado,31,189330,0
400000,20,mujer,secundaria,divorciado,40,19903,0
200000,53,mujer,primaria,casado,27,39448,0
10000,36,mujer,universitaria,divorciado,22,29182,1
50000,12,mujer,secundaria,viudo,30,237233,1
30000,60,mujer,secundaria,viudo,22,160250,0
50000,53,hombre,primaria,divorciado,26,114140,1
50000,27,hombre,secundaria,casado,38,343371,0
30000,57,mujer,universitaria,casado,46,82813,0
20000,40,hombre,secundaria,divorciado,24,23477,0
20000,48,hombre,secundaria,divorciado,49,103288,0
50000,59,hombre,primaria,viudo,49,118184,0
30000,50,mujer,secundaria,casado,42,208491,0
360000,46,mujer,primaria,casado,30,45826,0
170000,28,hombre,secundaria,casado,42,12880,0
400000,39,mujer,primaria,divorciado,31,9925,0
50000,38,mujer,secundaria,casado,49,203544,0
160000,27,mujer,secundaria,divorciado,27,520263,0
70000,16,mujer,secundaria,casado,33,189246,1
150000,40,mujer,primaria,casado,35,0,0
80000,27,mujer,secundaria,divorciado,48,225298,0
30000,59,mujer,secundaria,divorciado,22,174808,0
10000,60,hombre,secundaria,divorciado,22,56581,1
180000,23,mujer,primaria,divorciado,27,36673,0
320000,13,hombre,primaria,casado,47,63718,0
80000,57,mujer,secundaria,divorciado,34,181555,0
10000,56,hombre,secundaria,casado,45,59124,1
360000,17,mujer,secundaria,divorciado,39,91794,0
450000,12,hombre,secundaria,divorciado,33,7103,0
330000,47,mujer,secundaria,divorciado,29,607154,0
60000,15,hombre,primaria,divorciado,29,6275,1
50000,41,mujer,universitaria,divorciado,26,67491,0
200000,43,hombre,secundaria,casado,38,999339,0
120000,38,hombre,primaria,divorciado,34,3105,0
160000,22,mujer,primaria,casado,37,3160,0
110000,15,hombre,secundaria,casado,57,248012,0
70000,13,mujer,universitaria,casado,50,121312,0
150000,16,mujer,universitaria,divorciado,28,626523,0
610000,42,mujer,primaria,divorciado,31,674410,0
110000,17,mujer,primaria,divorciado,25,558858,0
80000,50,mujer,secundaria,divorciado,25,141172,1
170000,45,mujer,secundaria,casado,33,535997,0
110000,55,mujer,primaria,divorciado,30,12664,0
140000,57,mujer,primaria,casado,51,351207,0
70000,18,hombre,primaria,divorciado,51,268104,0
260000,19,mujer,secundaria,casado,46,171426,0
170000,20,hombre,universitaria,divorciado,38,179472,0
50000,47,mujer,secundaria,casado,34,97417,0
300000,30,mujer,universitaria,casado,34,1448485,1
150000,44,mujer,primaria,divorciado,31,23564,1
50000,36,mujer,secundaria,divorciado,25,220955,1
50000,19,mujer,secundaria,casado,26,21193,0
90000,43,mujer,primaria,divorciado,25,437338,0
50000,52,hombre,secundaria,divorciado,26,205226,1
500000,18,mujer,secundaria,divorciado,43,200226,0
470000,21,mujer,secundaria,casado,36,13149,0
230000,47,hombre,secundaria,divorciado,58,575180,0
140000,47,mujer,secundaria,divorciado,26,135930,0
230000,22,mujer,secundaria,casado,30,66149,1
420000,35,mujer,secundaria,divorciado,31,213393,0
30000,33,mujer,secundaria,divorciado,24,196579,0
50000,37,mujer,secundaria,divorciado,52,178199,1
140000,27,mujer,secundaria,divorciado,24,663,0
260000,28,mujer,secundaria,casado,35,447925,0
90000,27,mujer,universitaria,divorciado,29,34429,0
240000,12,mujer,secundaria,casado,33,1486317,0
510000,21,mujer,primaria,divorciado,35,27998,0
110000,59,mujer,secundaria,casado,35,294957,0
210000,42,mujer,primaria,divorciado,28,101960,0
220000,38,hombre,secundaria,casado,40,3245,0
200000,22,mujer,primaria,casado,35,18662,0
360000,23,mujer,secundaria,divorciado,53,137900,0
260000,13,hombre,primaria,divorciado,44,4092,0
20000,30,hombre,secundaria,casado,33,65929,0
120000,15,mujer,secundaria,casado,32,716010,0
50000,48,mujer,primaria,divorciado,33,98620,0
60000,60,mujer,primaria,divorciado,26,249172,0
200000,59,hombre,primaria,divorciado,26,73826,0
20000,26,hombre,secundaria,divorciado,26,7862,0
50000,41,mujer,primaria,casado,32,168173,1
50000,20,mujer,secundaria,divorciado,31,107769,0
230000,18,hombre,primaria,divorciado,29,262069,0
50000,28,hombre,secundaria,casado,27,14847,0
100000,15,mujer,primaria,divorciado,28,519764,1
210000,41,mujer,primaria,casado,42,4980,1
230000,56,mujer,secundaria,casado,32,479436,1
500000,55,mujer,primaria,divorciado,26,75728,0
370000,44,mujer,primaria,divorciado,38,8293,0
230000,19,mujer,primaria,casado,35,114981,0
80000,51,hombre,secundaria,divorciado,29,75599,0
60000,50,mujer,secundaria,divorciado,29,128409,0
30000,59,mujer,secundaria,divorciado,51,163179,0
70000,50,hombre,primaria,divorciado,27,3068,0
410000,28,hombre,primaria,divorciado,32,14980,0
280000,33,mujer,universitaria,casado,40,3096,0
50000,53,mujer,primaria,casado,34,211967,0
100000,26,mujer,secundaria,casado,30,502738,0
230000,17,mujer,primaria,divorciado,29,0,0
50000,41,mujer,primaria,divorciado,22,47063,0
100000,29,mujer,primaria,divorciado,48,114332,0
210000,48,mujer,secundaria,casado,35,208638,0
400000,45,hombre,primaria,divorciado,37,38576,0
20000,47,hombre,secundaria,divorciado,25,114497,1
50000,38,mujer,universitaria,casado,44,44886,0
230000,35,mujer,primaria,divorciado,28,19998,0
220000,26,hombre,secundaria,divorciado,29,40331,0
300000,55,mujer,primaria,casado,36,208263,0
80000,45,mujer,secundaria,divorciado,23,41388,0
20000,35,mujer,universitaria,divorciado,36,121028,1
190000,31,mujer,primaria,divorciado,26,209757,0
160000,21,mujer,secundaria,soltero,37,204488,0
120000,19,mujer,primaria,viudo,44,253279,0
700000,54,mujer,primaria,casado,39,472123,0
140000,24,mujer,primaria,divorciado,24,2172,0
300000,19,mujer,universitaria,casado,29,107506,0
120000,56,hombre,universitaria,casado,33,427994,1
280000,24,mujer,secundaria,casado,39,1135640,0
70000,30,hombre,universitaria,casado,51,313146,1
20000,34,mujer,universitaria,divorciado,24,38946,0
150000,21,mujer,secundaria,casado,45,45680,0
60000,13,hombre,primaria,divorciado,30,121771,0
200000,32,mujer,universitaria,soltero,51,4680,0
50000,32,mujer,secundaria,divorciado,24,235926,1
150000,27,hombre,secundaria,casado,50,328760,0
20000,38,mujer,primaria,divorciado,22,124954,0
40000,13,hombre,primaria,divorciado,27,83246,1
170000,20,mujer,secundaria,divorciado,33,20056,0
50000,30,mujer,secundaria,casado,24,171588,0
10000,46,hombre,secundaria,divorciado,37,51428,0
200000,22,mujer,secundaria,casado,58,592375,0
50000,25,mujer,secundaria,casado,48,165955,0
320000,60,hombre,primaria,divorciado,28,23420,0
20000,28,mujer,universitaria,casado,24,137327,0
470000,60,mujer,secundaria,casado,27,588103,1
230000,15,mujer,universitaria,divorciado,30,59411,0
20000,49,mujer,primaria,divorciado,23,75980,0
30000,12,mujer,universitaria,divorciado,53,35579,1
80000,44,mujer,secundaria,divorciado,23,151855,0
110000,47,mujer,secundaria,casado,55,109471,0
420000,60,hombre,secundaria,casado,34,639565,0
500000,36,hombre,primaria,casado,43,0,1
80000,23,mujer,secundaria,divorciado,22,331495,0
350000,34,mujer,secundaria,casado,31,362328,0
30000,48,mujer,secundaria,casado,32,33519,0
110000,48,mujer,secundaria,divorciado,33,552,1
500000,33,hombre,universitaria,casado,39,2254842,0
490000,23,mujer,primaria,casado,38,68461,0
300000,52,mujer,secundaria,casado,34,217636,0
50000,23,hombre,secundaria,viudo,42,250989,1
150000,42,hombre,universitaria,casado,37,905320,1
80000,56,mujer,universitaria,casado,57,77352,0
40000,55,mujer,secundaria,divorciado,23,205602,0
30000,20,hombre,secundaria,divorciado,32,170828,0
50000,39,hombre,primaria,casado,37,30900,0
140000,27,mujer,secundaria,divorciado,23,276642,0
50000,54,mujer,universitaria,divorciado,49,47726,0
30000,40,mujer,secundaria,divorciado,25,153230,0
40000,59,mujer,primaria,divorciado,29,194972,1
100000,23,mujer,universitaria,casado,43,327474,1
130000,34,hombre,secundaria,divorciado,29,816910,0
20000,42,mujer,secundaria,divorciado,27,108151,0
50000,53,hombre,primaria,divorciado,26,0,0
260000,47,hombre,primaria,casado,41,283650,0
30000,37,mujer,universitaria,divorciado,52,14700,1
10000,28,mujer,secundaria,casado,31,69776,0
200000,55,hombre,primaria,divorciado,32,293176,0
30000,35,mujer,secundaria,casado,46,175784,0
180000,49,mujer,secundaria,divorciado,35,248483,0
100000,18,hombre,primaria,divorciado,35,77079,0
140000,57,mujer,secundaria,casado,39,522495,0
290000,57,mujer,secundaria,divorciado,34,1948675,0
20000,23,mujer,secundaria,viudo,52,103828,0
80000,52,mujer,universitaria,casado,40,246524,0
500000,38,mujer,universitaria,casado,38,68356,0
180000,42,hombre,primaria,casado,45,47667,0
20000,34,mujer,universitaria,casado,40,6846,0
30000,39,mujer,secundaria,casado,25,189437,0
150000,14,hombre,primaria,divorciado,33,378568,0
280000,41,mujer,secundaria,divorciado,27,49822,0
50000,38,mujer,secundaria,casado,43,116336,0
20000,29,mujer,secundaria,casado,43,111006,0
200000,58,hombre,primaria,divorciado,30,73297,0
210000,59,mujer,secundaria,casado,49,0,1
230000,42,mujer,primaria,divorciado,38,1063528,0
50000,34,hombre,universitaria,divorciado,57,239816,0
50000,13,hombre,universitaria,divorciado,55,203566,1
70000,50,mujer,secundaria,divorciado,23,345239,0
310000,23,hombre,primaria,divorciado,30,50300,0
180000,31,mujer,secundaria,casado,30,81486,0
90000,37,mujer,secundaria,divorciado,24,115925,0
390000,25,hombre,secundaria,divorciado,28,651926,0
150000,39,mujer,universitaria,casado,34,3889,0
400000,53,hombre,secundaria,divorciado,37,107128,0
80000,30,mujer,secundaria,casado,32,71900,0
320000,41,hombre,primaria,divorciado,27,785524,0
240000,14,mujer,secundaria,casado,37,238,1
200000,53,hombre,primaria,divorciado,31,1200,0
110000,53,hombre,primaria,viudo,55,601593,1
170000,15,mujer,primaria,divorciado,28,848677,1
90000,17,mujer,universitaria,viudo,51,83984,1
200000,29,hombre,primaria,casado,36,39197,0
360000,46,hombre,primaria,divorciado,30,5000,0
140000,21,mujer,primaria,casado,36,11585,0
220000,50,hombre,secundaria,divorciado,25,601505,0
100000,58,hombre,universitaria,casado,50,154970,0
80000,18,mujer,secundaria,divorciado,40,378170,0
30000,53,mujer,secundaria,divorciado,27,202223,0
50000,33,hombre,primaria,divorciado,30,22059,1
120000,18,mujer,secundaria,divorciado,26,46682,0
50000,19,hombre,primaria,divorciado,27,63831,0
360000,50,mujer,primaria,divorciado,27,572457,0
90000,37,mujer,primaria,divorciado,25,563360,0
500000,18,hombre,primaria,divorciado,32,2046334,0
140000,36,mujer,universitaria,casado,46,456060,0
30000,54,hombre,universitaria,casado,45,116312,0
70000,18,hombre,universitaria,casado,30,138037,0
200000,47,hombre,primaria,casado,39,7966,0
350000,35,hombre,primaria,casado,48,292328,0
120000,18,hombre,primaria,divorciado,32,0,1
240000,33,hombre,primaria,divorciado,46,2522695,0
90000,47,mujer,primaria,divorciado,23,224058,0
260000,16,mujer,primaria,divorciado,33,8960,0
50000,44,mujer,primaria,divorciado,24,193327,0
110000,29,hombre,primaria,casado,40,151595,0
20000,38,mujer,primaria,divorciado,24,18894,0
30000,51,mujer,secundaria,divorciado,24,143080,0
180000,39,hombre,primaria,divorciado,27,83580,1
20000,45,hombre,secundaria,casado,46,49619,0
50000,22,mujer,secundaria,divorciado,22,239256,0
180000,14,mujer,primaria,divorciado,36,218768,0
